Generation,Hunting Strategy,Speed,Stealth,Stamina,Sense,Hunting Outcome,Prey Type
0.0,pursuit,2.0,42.0,83.0,75.0,0.0,Mouse
0.0,pursuit,24.0,30.0,49.0,91.0,0.0,Mouse
0.0,pursuit,92.0,51.0,27.0,79.0,0.0,Mouse
0.0,pursuit,53.0,36.0,21.0,37.0,0.0,Mouse
0.0,pursuit,33.0,31.0,40.0,27.0,0.0,Mouse
0.0,pursuit,14.0,51.0,69.0,77.0,0.0,Mouse
0.0,pursuit,9.0,44.0,56.0,40.0,0.0,Mouse
0.0,pursuit,49.0,47.0,26.0,4.0,0.0,Mouse
0.0,pursuit,25.0,61.0,3.0,87.0,0.0,Mouse
0.0,pursuit,25.0,24.0,64.0,47.0,0.0,Mouse
0.0,pursuit,49.0,30.0,43.0,34.0,0.0,Mouse
0.0,pursuit,87.0,46.0,50.0,64.0,0.0,Mouse
0.0,pursuit,17.0,49.0,87.0,31.0,0.0,Mouse
0.0,pursuit,54.0,62.0,43.0,32.0,0.0,Mouse
0.0,pursuit,45.0,28.0,48.0,99.0,0.0,Mouse
0.0,pursuit,4.0,58.0,89.0,42.0,0.0,Mouse
0.0,pursuit,58.0,45.0,42.0,2.0,0.0,Mouse
0.0,pursuit,26.0,81.0,5.0,71.0,0.0,Mouse
0.0,pursuit,18.0,64.0,52.0,61.0,0.0,Mouse
0.0,pursuit,85.0,87.0,88.0,38.0,0.0,Mouse
0.0,pursuit,84.0,10.0,92.0,28.0,0.0,Mouse
0.0,pursuit,4.0,51.0,72.0,64.0,0.0,Mouse
0.0,pursuit,34.0,67.0,15.0,69.0,0.0,Mouse
0.0,pursuit,27.0,83.0,60.0,27.0,0.0,Mouse
0.0,pursuit,57.0,25.0,15.0,58.0,0.0,Mouse
0.0,pursuit,42.0,26.0,13.0,56.0,0.0,Mouse
0.0,pursuit,100.0,44.0,60.0,28.0,0.0,Mouse
0.0,pursuit,81.0,69.0,19.0,6.0,0.0,Mouse
0.0,pursuit,23.0,1.0,45.0,49.0,0.0,Mouse
0.0,pursuit,73.0,42.0,33.0,81.0,0.0,Mouse
0.0,pursuit,7.0,76.0,75.0,25.0,0.0,Mouse
0.0,pursuit,85.0,18.0,12.0,43.0,0.0,Mouse
0.0,pursuit,70.0,17.0,1.0,42.0,0.0,Mouse
0.0,pursuit,52.0,50.0,77.0,83.0,0.0,Mouse
0.0,pursuit,87.0,31.0,58.0,84.0,0.0,Mouse
0.0,pursuit,35.0,82.0,45.0,17.0,0.0,Mouse
0.0,pursuit,47.0,63.0,95.0,7.0,0.0,Mouse
0.0,pursuit,68.0,61.0,55.0,32.0,0.0,Mouse
0.0,pursuit,55.0,2.0,98.0,65.0,0.0,Mouse
0.0,pursuit,41.0,36.0,74.0,63.0,0.0,Mouse
0.0,pursuit,22.0,8.0,42.0,32.0,0.0,Mouse
0.0,pursuit,13.0,71.0,16.0,3.0,0.0,Mouse
0.0,pursuit,58.0,41.0,96.0,19.0,0.0,Mouse
0.0,pursuit,61.0,8.0,97.0,40.0,0.0,Mouse
0.0,pursuit,56.0,35.0,4.0,22.0,0.0,Mouse
0.0,pursuit,14.0,61.0,100.0,99.0,0.0,Mouse
0.0,pursuit,46.0,25.0,5.0,88.0,0.0,Mouse
0.0,pursuit,53.0,49.0,90.0,81.0,0.0,Mouse
0.0,pursuit,49.0,97.0,39.0,89.0,0.0,Mouse
0.0,pursuit,94.0,13.0,76.0,79.0,0.0,Mouse
0.0,pursuit,60.0,46.0,90.0,99.0,0.0,Mouse
0.0,pursuit,87.0,94.0,8.0,70.0,0.0,Mouse
0.0,pursuit,98.0,3.0,15.0,83.0,0.0,Mouse
0.0,pursuit,6.0,4.0,2.0,27.0,0.0,Mouse
0.0,pursuit,54.0,38.0,74.0,72.0,0.0,Mouse
0.0,pursuit,60.0,23.0,88.0,87.0,0.0,Mouse
0.0,pursuit,30.0,91.0,85.0,54.0,0.0,Mouse
0.0,pursuit,31.0,94.0,36.0,88.0,0.0,Mouse
0.0,pursuit,19.0,23.0,50.0,1.0,0.0,Mouse
0.0,pursuit,30.0,29.0,68.0,15.0,0.0,Mouse
0.0,pursuit,21.0,25.0,67.0,81.0,0.0,Mouse
0.0,pursuit,47.0,7.0,97.0,92.0,0.0,Mouse
0.0,pursuit,98.0,1.0,82.0,9.0,0.0,Mouse
0.0,pursuit,83.0,70.0,81.0,77.0,0.0,Mouse
0.0,pursuit,30.0,18.0,81.0,14.0,0.0,Mouse
0.0,pursuit,6.0,43.0,51.0,68.0,0.0,Mouse
0.0,pursuit,43.0,96.0,64.0,12.0,0.0,Mouse
0.0,pursuit,56.0,89.0,26.0,12.0,0.0,Mouse
0.0,pursuit,43.0,25.0,18.0,4.0,0.0,Mouse
0.0,pursuit,45.0,9.0,39.0,6.0,0.0,Mouse
0.0,pursuit,70.0,87.0,44.0,68.0,0.0,Mouse
0.0,pursuit,21.0,55.0,12.0,58.0,0.0,Mouse
0.0,pursuit,51.0,24.0,61.0,99.0,0.0,Mouse
0.0,pursuit,99.0,17.0,44.0,87.0,0.0,Mouse
0.0,pursuit,55.0,12.0,79.0,32.0,0.0,Mouse
0.0,pursuit,35.0,66.0,95.0,81.0,0.0,Mouse
0.0,pursuit,25.0,76.0,11.0,49.0,0.0,Mouse
0.0,pursuit,75.0,73.0,54.0,16.0,0.0,Mouse
0.0,pursuit,27.0,81.0,61.0,100.0,0.0,Mouse
0.0,pursuit,69.0,78.0,99.0,91.0,0.0,Mouse
0.0,pursuit,66.0,14.0,98.0,95.0,0.0,Mouse
0.0,pursuit,93.0,72.0,27.0,67.0,0.0,Mouse
0.0,pursuit,68.0,65.0,46.0,99.0,0.0,Mouse
0.0,pursuit,73.0,34.0,82.0,85.0,0.0,Mouse
0.0,pursuit,96.0,11.0,53.0,97.0,0.0,Mouse
0.0,pursuit,54.0,3.0,94.0,23.0,0.0,Mouse
0.0,pursuit,79.0,8.0,17.0,23.0,0.0,Mouse
0.0,pursuit,17.0,32.0,81.0,65.0,0.0,Mouse
0.0,pursuit,29.0,52.0,50.0,94.0,0.0,Mouse
0.0,pursuit,73.0,78.0,58.0,25.0,0.0,Mouse
0.0,pursuit,56.0,39.0,68.0,7.0,0.0,Mouse
0.0,pursuit,48.0,51.0,80.0,31.0,0.0,Mouse
0.0,pursuit,86.0,73.0,10.0,65.0,0.0,Mouse
0.0,pursuit,34.0,27.0,67.0,16.0,0.0,Mouse
0.0,pursuit,63.0,12.0,68.0,51.0,0.0,Mouse
0.0,pursuit,27.0,21.0,52.0,16.0,0.0,Mouse
0.0,pursuit,27.0,83.0,52.0,16.0,0.0,Mouse
0.0,pursuit,21.0,28.0,66.0,50.0,0.0,Mouse
0.0,pursuit,94.0,1.0,52.0,42.0,0.0,Mouse
0.0,pursuit,58.0,100.0,4.0,27.0,0.0,Mouse
0.0,pursuit,88.0,28.0,53.0,4.0,0.0,Mouse
0.0,pursuit,15.0,43.0,62.0,39.0,0.0,Mouse
0.0,pursuit,40.0,100.0,10.0,21.0,0.0,Mouse
0.0,pursuit,29.0,61.0,1.0,87.0,0.0,Mouse
0.0,pursuit,81.0,67.0,23.0,59.0,0.0,Mouse
0.0,pursuit,31.0,45.0,68.0,3.0,0.0,Mouse
0.0,pursuit,13.0,22.0,65.0,47.0,0.0,Mouse
0.0,pursuit,65.0,64.0,61.0,45.0,0.0,Mouse
0.0,pursuit,44.0,16.0,57.0,86.0,0.0,Mouse
0.0,pursuit,84.0,70.0,31.0,3.0,0.0,Mouse
0.0,pursuit,69.0,4.0,16.0,8.0,0.0,Mouse
0.0,pursuit,85.0,42.0,26.0,95.0,0.0,Mouse
0.0,pursuit,19.0,75.0,97.0,50.0,0.0,Mouse
0.0,pursuit,12.0,21.0,14.0,60.0,0.0,Mouse
0.0,pursuit,68.0,23.0,24.0,23.0,0.0,Mouse
0.0,pursuit,48.0,30.0,89.0,77.0,0.0,Mouse
0.0,pursuit,64.0,18.0,92.0,6.0,0.0,Mouse
0.0,pursuit,67.0,7.0,1.0,31.0,0.0,Mouse
0.0,pursuit,16.0,35.0,39.0,100.0,0.0,Mouse
0.0,pursuit,59.0,46.0,85.0,83.0,0.0,Mouse
